country_code;region_name;sub_region_name;intermediate_region;country_name;income_group;year;total_gdp;total_gdp_million;gdp_variation
BHR;ASIA;WESTERN ASIA;NO DATA;BAHRAIN;INGRESO ALTO;2020;35837632978.7234;35837.6329787234;-5.9113629524152
BHR;ASIA;WESTERN ASIA;NO DATA;BAHRAIN;INGRESO ALTO;2021;40840212765.9574;40840.212765957396;4.35004091668986
BHR;ASIA;WESTERN ASIA;NO DATA;BAHRAIN;INGRESO ALTO;2022;46680398936.1702;46680.3989361702;5.98130282177125
BHR;ASIA;WESTERN ASIA;NO DATA;BAHRAIN;INGRESO ALTO;2023;46079867021.2766;46079.8670212766;2.9807927665851
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1960;169735993.889504;169.735993889504;0.0
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1961;190021993.159208;190.021993159208;10.6670974062853
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1962;212169992.36188;212.16999236188;10.4519718914791
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1963;237649991.4446;237.64999144459998;10.524055218681
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1964;266559990.40384;266.55999040384;10.5015672000336
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1965;300271989.190208;300.27198919020805;10.4255964611444
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1966;346800000.0;346.8;9.07192872047429
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1967;398000000.0;398.0;9.59811387222918
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1968;453800000.0;453.8;8.42176356182298
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1969;538700000.0;538.7;8.98166256974302
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1970;539500000.0;539.5;-5.64964950396579
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1971;573400000.0;573.4;1.62650874068258
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1972;590900000.0;590.9;-3.49733593905746
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1973;670900000.0;670.9;7.56756882672917
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1974;632400000.0;632.4;-16.7542290832579
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1975;596200000.0;596.2;-14.8031263075446
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1976;642100000.0;642.1;5.18518497429477
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1977;713000000.0;713.0;9.15492920885433
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1978;832400000.0;832.4;14.1795201542182
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1979;1139800100.0;1139.8001;26.1392957664775
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1980;1335300000.0;1335.3;6.49528192098035
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1981;1426500000.0;1426.5;-9.22640508127346
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1982;1578300000.0;1578.3;6.69889774710882
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1983;1732800000.0;1732.8;3.59705186742775
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1984;2041100000.0;2041.1;14.1711486350236
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1985;2320699900.0;2320.6999;4.8291801053918
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1986;2472500000.0;2472.5;1.79700023310696
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1987;2713999900.0;2713.9999;2.98451933857808
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1988;2817900000.0;2817.9;2.30970766214169
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1989;3062000000.0;3062.0;6.72732980687955
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1990;3166000000.0;3166.0;-1.59624908755521
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1991;3111160000.0;3111.16;-4.18178502345002
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1992;3109000000.0;3109.0;-3.82558229706301
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1993;3092000000.0;3092.0;0.307806596011844
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1994;3259000000.0;3259.0;3.14891597200189
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1995;3429000000.0;3429.0;4.37875203482501
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1996;3609000000.0;3609.0;4.22353036224139
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1997;6332360000.0;6332.36;1.28775320549799
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1998;6833220000.0;6833.22;4.71679855496301
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;1999;7683870000.0;7683.87;7.14410390677141
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2000;8076470000.0;8076.47;4.14841930754267
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2001;8317830000.0;8317.83;2.62600982683425
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2002;8881160000.0;8881.16;2.70495624731029
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2003;8870090000.0;8870.09;-1.26491667612372
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2004;9055290000.0;9055.29;0.882373744518318
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2005;9836200000.0;9836.2;3.39608420536011
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2006;10167250000.0;10167.25;2.51659221712706
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2007;10618340000.0;10618.34;1.44609991235758
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2008;10526000000.0;10526.0;-2.32364807041851
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2009;9981960000.0;9981.96;-4.17542805647342
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2010;10095760000.0;10095.76;1.53866248693835
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2011;10070450000.0;10070.45;0.613170735890648
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2012;10720400000.0;10720.4;2.99790320655973
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2013;10395800000.0;10395.8;-2.86330925726089
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2014;10974100000.0;10974.1;1.84726084348846
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2015;11671900000.0;11671.9;0.996758610594114
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2016;11745100000.0;11745.1;-0.961908776858536
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2017;12236700000.0;12236.7;2.79951863934495
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2018;12615800000.0;12615.8;2.62988985993933
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2019;13016200000.0;13016.2;-1.35726520928898
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2020;9958200000.0;9958.2;-21.4234630658488
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2021;11368900000.0;11368.9;15.4031489427848
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2022;13136400000.0;13136.4;10.7820132001503
BHS;AMERICAS;LATIN AMERICA AND THE CARIBBEAN;CARIBBEAN;BAHAMAS;INGRESO ALTO;2023;14338500000.0;14338.5;2.63905598075102
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1960;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1961;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1962;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1963;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1964;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1965;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1966;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1967;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1968;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1969;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1970;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1971;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1972;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1973;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1974;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1975;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1976;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1977;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1978;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1979;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1980;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1981;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1982;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1983;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1984;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1985;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1986;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1987;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1988;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1989;0.0;0.0;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1990;7753478260.86957;7753.47826086957;0.0
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1991;6122959183.67347;6122.95918367347;-9.34802499922
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1992;4735044707.23969;4735.04470723969;-6.43690771039324
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1993;3630668949.83246;3630.66894983246;-2.1813484904898
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1994;1255802469.1358;1255.8024691357998;11.1319654858782
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1995;1866572953.73665;1866.5729537366499;15.9683009584783
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1996;2786045321.63743;2786.0453216374303;54.1993001671129
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1997;3671909673.04401;3671.90967304401;36.6411284670344
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1998;4116774300.60671;4116.77430060671;16.6163744979847
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;1999;4686256363.04707;4686.2563630470695;9.52157018578963
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2000;5567772768.81188;5567.77276881188;5.41431594987489
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2001;5800615466.26648;5800.61546626648;2.42331317180992
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2002;6728220886.64546;6728.22088664546;5.02744420733983
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2003;8498894359.38629;8498.89435938629;3.8671387951343
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2004;10156541538.399;10156.541538399;6.32526616861466
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2005;11222796336.5426;11222.7963365426;3.89717798992193
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2006;12864841905.9543;12864.8419059543;5.41400357079434
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2007;15778734264.3787;15778.7342643787;5.85712634217094
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2008;19112796623.1175;19112.7966231175;5.44383103450177
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2009;17613949091.2294;17613.949091229402;-3.00445593013346
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2010;17176315803.7298;17176.315803729798;0.865669260237084
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2011;18644233537.1093;18644.2335371093;0.959511247241267
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2012;17226735995.6905;17226.7359956905;-0.821836474216894
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2013;18179108530.5261;18179.1085305261;2.3498566632458
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2014;18558733564.4692;18558.7335644692;1.15385109200403
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2015;16404348871.4437;16404.3488714437;4.31475061116335
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2016;17116926327.6247;17116.9263276247;3.24225521171914
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2017;18326373366.1105;18326.3733661105;3.24410095889466
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2018;20484053868.9246;20484.0538689246;3.82749920546897
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2019;20482608755.379;20482.608755379002;2.88734334414875
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2020;20226036564.4129;20226.036564412898;-3.01509514759861
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2021;23672712242.2149;23672.7122422149;7.38996234012757
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2022;24534663636.1778;24534.6636361778;4.22681101095546
BIH;EUROPE;SOUTHERN EUROPE;NO DATA;BOSNIA AND HERZEGOVINA;INGRESO MEDIANO ALTO;2023;27514782476.0406;27514.7824760406;2.21112447211205
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1960;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1961;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1962;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1963;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1964;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1965;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1966;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1967;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1968;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1969;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1970;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1971;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1972;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1973;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1974;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1975;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1976;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1977;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1978;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1979;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1980;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1981;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1982;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1983;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1984;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1985;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1986;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1987;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1988;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1989;0.0;0.0;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1990;17389558232.9317;17389.5582329317;0.0
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1991;18404907975.4601;18404.907975460097;-1.19999562750375
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1992;16939790093.9054;16939.790093905398;-9.60000128974481
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1993;16275073526.9819;16275.0735269819;-7.60000189914324
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1994;14931435232.078;14931.435232078;-11.7000038354787
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1995;13972683273.5692;13972.6832735692;-10.4000005284964
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1996;14756846153.8462;14756.846153846202;2.80000462766887
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1997;14130585516.1787;14130.5855161787;11.4000054580737
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1998;15221352698.8944;15221.3526988944;8.39999134340495
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;1999;12138243080.6258;12138.2430806258;3.39999924144183
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;2000;12736780455.1539;12736.7804551539;5.80000336082971
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;2001;12354820143.8849;12354.8201438849;4.72530604998069
BLR;EUROPE;EASTERN EUROPE;NO DATA;BELARUS;INGRESO MEDIANO ALTO;2002;14594900944.7658;14594.9009447658;5.04526750544767
